SOC (%),Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class
82.78829575,3.993817786,91.60601256,37.35998293,30.43390625,102.4809527,14.40129162,Normal,97.03351461,LiFePO4,288.4110133,Model B,2
60.06452891,3.556563595,65.13928643,22.5055371,30.61276894,120.5811123,14.00823842,Normal,97.24235417,LiFePO4,464.2752159,Model A,2
49.00193932,4.167607959,96.91373078,31.18048836,25.03028856,57.98354501,9.102919104,Fast,98.1826855,LiFePO4,884.7685962,Model C,1
13.60005526,3.827746131,78.21291739,38.89551391,23.47074756,109.6408664,11.84779743,Normal,97.57974233,Li-ion,627.4997493,Model B,2
46.31993578,3.748556288,53.71901894,25.1124569,31.54212037,57.64986535,8.861273377,Fast,98.29717557,LiFePO4,853.4603033,Model C,1
53.64390059,3.604669249,49.81964405,20.98945503,29.54214091,62.82583241,8.603484864,Fast,98.20508982,LiFePO4,640.5959698,Model A,1
85.66253712,3.761396659,71.62947855,30.39499793,16.53981353,82.13709483,12.36529487,Slow,97.47901184,LiFePO4,522.7012545,Model A,1
70.99486699,3.607618279,21.68645365,37.9848569,25.21572307,36.86299159,8.840000125,Normal,98.19118977,Li-ion,633.3637374,Model B,0
64.59002588,3.697518398,53.99325673,27.55436049,32.84543578,33.87261365,7.649571145,Slow,98.59317208,Li-ion,768.7722398,Model A,0
38.1359776,4.041907638,36.88521142,28.64602996,28.85259826,95.06886124,11.14675024,Normal,97.79726045,LiFePO4,245.9593323,Model B,2
26.50593432,4.024603162,47.26747911,19.65146822,16.68525188,114.2366823,12.06900312,Normal,97.60555971,Li-ion,969.1846267,Model A,2
81.39662319,3.720732507,26.99190383,34.6753908,17.06386422,38.23658318,9.098433951,Fast,98.21462821,Li-ion,945.3187185,Model B,0
18.42040315,4.022070477,15.13127685,36.32168684,33.63111095,74.47702256,8.864585014,Fast,98.21758815,Li-ion,684.8417986,Model A,1
41.72067591,3.522423689,11.93796056,39.82517989,25.33150499,89.13695145,11.32048547,Normal,97.7457178,LiFePO4,513.5331502,Model B,2
51.94554802,4.089041424,41.11028045,38.39631059,29.7951097,107.5185375,13.74205063,Slow,97.24034438,LiFePO4,673.7371039,Model A,2
12.44402063,4.04678957,25.06986802,39.89000236,18.0762532,67.15820548,7.861611128,Normal,98.41168403,LiFePO4,959.0247916,Model B,1
32.7785879,3.879130829,70.12859495,30.31340804,27.67205587,66.01331879,8.64323172,Normal,98.28501588,Li-ion,911.4991152,Model C,1
61.82796002,3.524675048,74.01365555,24.95958511,32.30426908,102.2180729,13.07759972,Slow,97.43087559,LiFePO4,608.5567419,Model B,2
29.37131192,3.534640423,15.25139465,25.63072606,19.00994558,75.0050814,8.720406052,Normal,98.28103612,LiFePO4,931.666823,Model C,1
93.58410784,3.692599957,61.15092504,36.00850955,26.39794237,105.1067661,15.40138634,Normal,96.99139298,LiFePO4,173.961653,Model C,2
35.20770365,3.906996619,80.89021779,32.36739127,24.71467354,100.8557981,11.2623783,Normal,97.70210575,Li-ion,854.5362117,Model A,2
44.3579004,4.198494206,50.64816121,34.47597265,31.49865734,92.73239524,11.51498116,Fast,97.68547492,LiFePO4,928.9092458,Model A,2
62.08723991,4.197486941,19.26343636,37.15626987,22.55577382,81.45858716,11.97579771,Slow,97.58923518,Li-ion,704.2231455,Model B,2
63.71283906,3.85622279,76.61834068,33.51783853,16.88308793,116.3960377,15.00409908,Slow,97.08167415,LiFePO4,899.5716008,Model B,2
17.0829425,4.127589698,93.07417987,31.89228676,29.68543662,43.80310283,5.602406476,Normal,98.86411997,LiFePO4,871.3988029,Model C,1
43.95508116,3.918945074,31.52598841,32.4579396,31.56082251,107.9627278,12.60095696,Slow,97.50724541,Li-ion,298.5284558,Model C,2
41.54767633,3.626396168,31.62310312,33.69297356,26.83057646,58.68129955,9.116799502,Fast,98.26918738,Li-ion,113.2737929,Model B,1
13.67806409,3.793367906,10.21823919,30.77675554,20.12527491,35.26504573,5.67857066,Slow,98.97847889,Li-ion,146.5259043,Model B,0
57.91225211,3.683988951,21.31007946,28.31074223,15.00464877,116.5161362,14.2283006,Slow,97.13990496,LiFePO4,535.0222612,Model A,2
45.66099651,4.199039611,55.20865184,34.00068169,31.26901124,92.60858045,11.57570884,Fast,97.68933824,LiFePO4,922.6380551,Model A,2
41.09053101,4.182509362,35.46007172,22.66847343,22.14857411,60.44583318,7.956283666,Slow,98.41848809,Li-ion,394.1036571,Model C,1
98.3667919,3.628819487,21.56234748,36.08406088,29.65353271,94.26801126,14.28699357,Fast,97.12535541,LiFePO4,261.4651625,Model C,2
17.32461454,3.972823163,16.65665486,28.67034292,22.66739191,63.37318339,7.39803064,Normal,98.49240065,Li-ion,655.3523594,Model B,1
20.57812072,4.052222949,52.14485016,32.15590214,31.79448327,61.26538348,7.867082182,Slow,98.45793363,LiFePO4,445.7856776,Model A,1
71.85276912,3.574547623,88.02964088,30.83736969,24.30388447,51.18873289,8.966103678,Normal,98.09790305,LiFePO4,535.9054694,Model B,1
93.15898518,4.077063271,91.72483251,25.85163491,26.37343468,29.29622196,8.074880162,Normal,98.36140719,Li-ion,190.4669552,Model B,0
94.26945558,3.565870753,67.71992303,28.25976559,21.05941796,32.91526348,9.232590812,Slow,98.25440903,Li-ion,558.9401203,Model B,0
65.80918257,3.788463747,36.28304135,24.5170706,18.88575383,76.7719401,11.16886446,Normal,97.82618064,LiFePO4,530.945268,Model C,1
25.23740827,3.600091008,76.52675149,24.43411516,17.80478332,45.81081801,6.419329162,Slow,98.69845653,Li-ion,822.6527417,Model B,1
35.92511859,3.625337554,40.92471639,34.70481921,32.64779066,22.71580412,5.581276462,Fast,98.8548864,LiFePO4,629.7660569,Model B,0
61.14275956,4.168712001,91.47461646,32.61164756,22.94967675,80.97096693,10.78679759,Fast,97.83494088,LiFePO4,203.4414233,Model C,1
15.41689483,3.717112898,81.3853683,38.68202788,19.09019435,100.147693,10.92303127,Normal,97.75921095,LiFePO4,380.7998323,Model A,2
21.4860544,3.904646723,48.70535253,37.84241299,23.07555481,108.6144131,11.61248447,Normal,97.57604974,LiFePO4,481.269598,Model A,2
64.65618601,3.868233687,38.21581954,26.15044445,26.05336589,111.2173703,13.76059331,Normal,97.13353763,LiFePO4,214.0133262,Model C,2
74.62121766,3.765506379,63.63903727,24.61461478,21.57018993,20.50921505,6.6948293,Slow,98.64448965,LiFePO4,687.8722151,Model A,0
49.25525331,3.522686842,81.56935295,20.36585422,22.93760985,34.1193649,6.211502339,Normal,98.81058744,Li-ion,863.1849144,Model A,0
26.69402269,3.851572966,87.95131459,23.70385669,34.98417703,101.6920096,11.15087506,Normal,97.84343577,LiFePO4,964.9953113,Model A,2
36.67252071,4.208292863,82.58505492,22.48854813,20.31679715,68.44358965,8.474093338,Slow,98.32723956,Li-ion,747.4369183,Model A,1
92.18491684,3.899655595,98.59739167,25.41992439,22.3459925,54.50495008,10.1692134,Slow,97.97172383,LiFePO4,699.7887943,Model B,1
67.60364952,3.915405612,67.67185556,24.37171474,26.91966613,50.06575808,8.757531398,Normal,98.28566209,Li-ion,111.6608395,Model C,1
97.35072861,3.71914114,35.45676133,25.10676352,32.97827308,25.59247783,8.025142571,Slow,98.34297134,Li-ion,582.1767074,Model B,0
12.04123657,4.007591983,81.75960356,21.17299219,21.19940047,60.39608882,6.694196985,Fast,98.63718446,LiFePO4,356.3276999,Model C,1
95.03619542,3.971961244,79.05943356,28.44958256,16.20409119,52.35977932,10.78605894,Slow,97.88053502,Li-ion,146.5498592,Model B,1
68.67841557,3.857486999,91.08417999,23.23692433,18.92953268,80.71289231,11.53496662,Slow,97.74648276,LiFePO4,165.322416,Model C,2
97.01555857,3.868845644,98.73949529,39.66397493,21.43827617,41.18480591,10.19952454,Fast,97.96864591,Li-ion,940.0601333,Model C,1
57.6096448,3.753545306,38.44240223,36.08429708,26.36530117,24.62640119,6.665189257,Slow,98.66147464,LiFePO4,253.5452897,Model A,0
25.43105486,3.867103033,17.63020036,20.58386179,33.08504112,38.861726,5.607403338,Fast,98.86471464,Li-ion,884.8553935,Model C,0
97.55846929,4.017947492,20.72279642,25.59797026,16.46046868,80.94427875,13.16982411,Normal,97.44267592,Li-ion,289.7613912,Model A,2
28.88104141,3.886059414,81.50604682,29.38130595,32.58970411,52.99388899,7.354144221,Normal,98.49862883,Li-ion,522.5750412,Model C,1
24.10612183,4.043457307,89.10880084,38.8063649,16.24783861,29.28858211,5.883884247,Fast,98.89255789,LiFePO4,576.2352548,Model C,0
74.99663457,3.757556988,81.99277978,26.45813213,28.70265648,54.17637214,9.751205598,Slow,98.06302668,LiFePO4,413.6635483,Model A,1
18.32364112,3.564788541,61.17025918,38.57472782,28.74410594,30.07920412,5.540740608,Slow,98.94926546,Li-ion,736.9832574,Model B,0
88.811803,3.689426823,19.84764968,24.64209982,18.09172637,96.43335855,14.10445742,Normal,97.29207972,LiFePO4,749.1014847,Model A,2
11.6476613,3.853972335,68.06447684,21.79253984,32.96263625,73.91292952,8.091415756,Normal,98.41791514,LiFePO4,720.791563,Model C,1
66.33203944,3.700321262,15.81436571,33.71124252,29.28784125,38.27146031,8.356719792,Slow,98.3668491,Li-ion,306.5764087,Model B,0
20.97011574,4.155649113,80.30217095,38.70326203,19.96787669,65.7861902,8.253566701,Slow,98.32638118,Li-ion,101.3130411,Model A,1
71.40743003,3.530471684,55.79967078,38.38055459,21.74655307,80.50495382,11.63916404,Normal,97.71683608,Li-ion,307.03966,Model C,1
69.10735467,3.495588843,54.63128773,38.6330803,21.77023254,78.26417865,11.70853936,Normal,97.64207071,Li-ion,306.979379,Model C,1
100.5159982,3.688250783,74.77974871,21.32257261,18.18084922,33.57964437,8.766351137,Slow,98.259309,LiFePO4,958.7999577,Model C,0
48.9431655,3.725046632,99.16995163,39.92417872,18.95338254,66.11995207,9.350130885,Normal,98.11517461,LiFePO4,911.4373259,Model C,1
81.04716438,3.865459127,11.59281053,31.97745638,34.09992904,50.54593416,9.650863417,Normal,97.95699765,Li-ion,284.3143626,Model A,1
86.46460641,3.592021396,69.71798468,31.92606581,22.01076614,88.52065175,13.15065256,Normal,97.31036383,Li-ion,258.8645247,Model C,2
46.71815904,3.751071634,95.52286538,39.30496415,18.98326338,61.64858704,9.039024163,Normal,98.02822544,LiFePO4,946.6311392,Model C,1
100.8604645,3.694993417,72.10807929,21.31113931,18.46078153,29.5779566,8.987656884,Slow,98.25760059,LiFePO4,960.2487226,Model C,0
58.63784323,3.93352547,55.3134003,25.18208057,25.70060153,90.61606025,11.74708941,Fast,97.64956985,Li-ion,913.653474,Model B,2
99.69488902,3.842758143,91.79036117,29.57009271,27.28899275,32.97192834,8.950008572,Normal,98.254545,Li-ion,565.8377967,Model C,0
10.89888873,3.496990408,78.63060998,27.55564401,24.22759718,73.57636035,8.04066276,Normal,98.3530417,Li-ion,842.7616342,Model C,1
98.22244814,3.997755713,64.17487532,24.75385487,18.96559391,29.82279315,8.444775982,Normal,98.26106159,LiFePO4,595.9283013,Model B,0
90.15681566,4.026864245,53.29158642,34.91457859,18.21035182,50.14050967,10.15274005,Normal,97.93111685,Li-ion,682.2171668,Model A,1
26.44452466,3.969042784,12.06572991,36.06271281,33.12598982,109.1725681,12.51255987,Normal,97.54898703,LiFePO4,599.0265032,Model C,2
25.67771822,4.001906298,8.292193014,37.93340781,16.84264826,33.47109925,5.624985697,Normal,98.81474685,Li-ion,236.7770014,Model C,0
60.66779379,3.938683382,100.3213294,33.85469436,26.71016568,42.74916729,8.432147419,Normal,98.40618476,Li-ion,735.3197216,Model C,1
59.88841922,3.93596282,41.37141385,21.19602859,16.86698835,68.25574482,9.930698236,Fast,97.9478765,LiFePO4,963.99696,Model B,1
41.37339588,3.726927124,15.52634215,22.39376457,23.67106877,61.10670321,8.415290153,Fast,98.37195537,LiFePO4,947.5866918,Model A,1
84.7074708,3.911131136,17.82195834,22.05255717,15.87804484,59.75326797,10.52132534,Slow,97.9210867,LiFePO4,568.2339086,Model B,1
44.92316242,4.083327711,42.80333049,37.34763625,33.15221703,117.6538277,13.80727924,Normal,97.21830216,LiFePO4,920.8702953,Model A,2
37.08788845,3.724039515,54.90187986,33.93598518,34.47412691,54.60591992,7.892658048,Fast,98.36872174,LiFePO4,498.9952789,Model A,1
11.82418651,3.817855797,26.52571616,39.28103412,30.2615782,88.69788877,9.798046312,Slow,98.08243774,Li-ion,663.7974724,Model C,2
63.60449316,3.66906416,23.5105006,28.47511086,16.33614929,119.050743,14.18990133,Slow,97.19932898,LiFePO4,565.2780045,Model A,2
50.35263216,3.502314038,93.53268017,22.73022008,25.54788008,115.8392782,13.75233369,Slow,97.27759424,LiFePO4,358.4412511,Model C,2
11.09012314,3.858088852,21.29549093,20.32299228,33.72673824,53.81322654,5.856808868,Normal,98.7429537,Li-ion,443.091495,Model C,1
31.10694049,3.738855073,58.18735476,38.93803629,18.13855969,36.0006556,6.267861904,Slow,98.73947518,LiFePO4,167.3258209,Model C,0
51.33294079,3.665975684,44.4508027,24.95075732,15.48766633,29.43051311,6.580272384,Fast,98.65752845,Li-ion,413.8930748,Model C,0
54.57021063,3.668843129,78.99502612,37.82947153,24.46970941,103.3043099,12.89522738,Fast,97.32253513,Li-ion,549.7898903,Model B,2
59.0703395,3.666164147,23.05199648,28.87042037,15.76519836,116.5581203,13.73905005,Slow,97.23543348,LiFePO4,530.7147154,Model A,2
36.05935196,4.190048539,55.14723658,22.09763357,19.00430799,113.066296,12.29613352,Fast,97.53351427,LiFePO4,296.6513301,Model C,2
62.04433008,3.748343204,37.31406739,36.63336239,26.6539895,22.90032673,6.503683022,Slow,98.61501201,LiFePO4,235.945079,Model A,0
95.81507953,4.159358001,62.51932426,37.55841094,27.01409994,66.12506564,12.05099486,Slow,97.5674528,LiFePO4,249.8384569,Model C,1
37.18920824,3.528862029,62.40599216,39.41934815,20.76652425,42.67701769,7.450166907,Normal,98.43858296,LiFePO4,855.8196376,Model A,1
59.08783547,4.152442024,62.6047377,40.17955685,33.76089157,21.92283378,6.731787582,Slow,98.71171428,LiFePO4,779.4396326,Model A,0
39.23301458,3.960284894,37.4641027,36.95548393,19.01983827,89.19265181,11.25651766,Fast,97.72982328,LiFePO4,346.0120246,Model B,2
63.44016347,4.043081749,9.652553786,30.1030703,34.7113961,35.17817943,7.381623984,Slow,98.45709754,LiFePO4,988.8813664,Model C,0
77.71956427,3.755500888,96.90916408,34.66947898,34.25476702,80.09270975,12.16110318,Slow,97.57945579,LiFePO4,439.5719593,Model B,1
61.16921662,3.532969914,35.46980456,27.77885256,21.75926539,61.85727641,9.644901909,Slow,98.07646273,Li-ion,785.5583729,Model C,1
87.71781543,3.950782143,35.97420976,28.57650578,18.00591331,116.9121675,15.96359423,Slow,96.77548513,Li-ion,802.4115357,Model B,2
36.03103303,4.175597747,47.55988464,28.14784302,17.72042904,98.34476022,11.32785223,Fast,97.72144407,Li-ion,753.2197144,Model A,2
47.28381868,3.931328818,77.32691007,24.30964736,19.63617901,28.94196227,5.929045416,Normal,98.771712,Li-ion,161.364684,Model B,0
30.47738366,3.825831076,97.00974481,21.09502991,26.55197687,78.54685209,9.178336237,Fast,98.15040083,LiFePO4,679.0052481,Model C,1
99.00600926,3.657280811,44.13269756,27.24754103,18.41122279,28.27536348,9.16053647,Normal,98.12440937,Li-ion,957.2180034,Model C,0
23.45687222,4.201527149,89.10517226,25.53567885,32.07631482,110.3480644,11.55456132,Slow,97.71793465,Li-ion,758.8412663,Model C,2
71.33891938,3.85437006,47.93302198,29.49379213,27.66337734,24.24759963,7.015086696,Fast,98.47419884,Li-ion,991.0206229,Model B,0
16.02898749,3.65788112,63.90039784,37.13806495,25.94699672,29.30608407,5.376031159,Slow,98.97680455,LiFePO4,974.6463466,Model B,0
61.39435394,3.830449881,96.74012156,33.66248298,18.91206306,90.12549471,11.8253785,Normal,97.63719956,Li-ion,751.0329702,Model C,2
74.13661705,3.813323855,25.45478361,31.36190089,21.71310988,36.83740327,8.174959481,Slow,98.34780448,LiFePO4,682.5400031,Model A,0
36.73218868,3.665266036,76.79849894,37.69988474,26.33850442,76.23757038,10.16222379,Fast,97.94772739,LiFePO4,836.9260127,Model A,1
52.30420178,4.004604769,20.21586388,27.92738764,24.79778099,65.63882184,9.853737605,Normal,97.98874352,LiFePO4,742.3022303,Model A,1
21.81930113,4.08389094,11.56603509,39.56533673,23.46708563,95.44668664,11.35413252,Slow,97.79384273,LiFePO4,560.6479606,Model A,2
45.64479639,3.749601365,96.50503242,39.13584727,18.53929528,61.52744711,9.408601396,Normal,98.07183783,LiFePO4,941.5008863,Model C,1
24.05558113,3.560917467,55.12358541,30.77545306,19.97319811,89.92964139,10.12499877,Normal,97.97975684,Li-ion,468.6209528,Model C,2
24.06278116,4.072038555,34.21885668,31.71703195,17.89585386,106.3273903,11.66357663,Fast,97.62171754,Li-ion,895.8953469,Model C,2
87.4734993,4.001748047,67.69464951,29.37537856,31.92634479,119.2154012,15.78169502,Fast,96.91944804,LiFePO4,153.5041774,Model B,2
80.32897478,3.940132585,25.22189254,27.32863212,24.26646603,103.0419606,13.89926761,Fast,97.24559903,Li-ion,669.0903658,Model B,2
99.91377924,3.979523952,85.98546952,35.58829513,24.41882269,59.6840939,11.93125204,Slow,97.63652735,LiFePO4,981.6988134,Model A,1
20.76422548,3.566988681,60.27638263,39.12243318,28.4232877,30.94347758,5.524930156,Slow,98.9123625,Li-ion,734.8049868,Model B,0
31.77135648,4.009780318,44.42102456,24.47366377,34.7055974,64.10600818,8.135800474,Normal,98.27574894,LiFePO4,532.8129766,Model C,1
56.61235524,3.686530278,77.89923306,37.92168783,23.8692387,104.3505978,12.98765798,Fast,97.34444124,Li-ion,543.6169896,Model B,2
16.38904026,4.014394403,22.52666992,37.29715772,32.79227689,80.95762249,9.372900987,Fast,98.19025703,LiFePO4,163.6678582,Model A,1
53.77913095,3.912095714,50.61357968,28.46359667,30.41478832,102.3179123,12.84157186,Slow,97.51200256,Li-ion,886.8652563,Model A,2
68.97773218,3.811566926,81.62828906,32.66489662,26.90871771,42.37250145,8.836202752,Fast,98.27896626,LiFePO4,543.0865586,Model C,1
59.87069935,3.576924151,89.65881048,24.81954404,29.51004132,44.99436333,8.425507751,Slow,98.34576989,Li-ion,151.9279559,Model A,1
48.39418056,3.887982225,62.39412956,24.67248054,21.60114786,62.72081765,9.02959927,Fast,98.19271859,LiFePO4,585.1862799,Model A,1
74.00326585,3.536205861,30.34173744,21.55916759,27.34189629,88.22564309,12.66508591,Normal,97.51146412,LiFePO4,223.1978218,Model A,2
53.94832016,3.510723653,55.28656803,27.6985669,23.9195767,102.5837896,12.49268491,Normal,97.47958705,Li-ion,465.1287086,Model B,2
36.51163128,4.081194973,17.67300943,39.18472033,21.45129765,101.8357717,12.21510067,Fast,97.54433305,Li-ion,231.4789097,Model C,2
65.20906497,3.518383205,34.37638585,25.85404246,28.22853179,30.83073581,7.359305496,Normal,98.55623638,LiFePO4,393.5595407,Model C,0
78.82077004,4.052602817,49.57048826,31.88391361,32.23093384,81.4561539,12.30776553,Slow,97.51262652,LiFePO4,553.1803333,Model C,2
40.76068386,3.966708098,56.62316209,24.03450364,27.60267254,54.07228092,7.692028009,Normal,98.43064366,LiFePO4,138.8627866,Model C,1
57.8921219,3.824956724,97.49589265,32.81685732,19.50737808,87.74285221,11.99298675,Normal,97.6001623,Li-ion,745.4069305,Model C,2
90.29824523,4.02561192,79.68569276,27.97926695,23.08689576,116.686128,15.64821171,Normal,96.75643266,LiFePO4,223.7555019,Model B,2
75.51347557,3.78427309,15.23984111,22.65134213,32.07835643,55.70148801,9.848779525,Normal,98.09044526,LiFePO4,594.8703648,Model C,1
92.49376922,3.517723638,34.5191911,30.46360456,30.99298293,70.49368044,12.00906185,Normal,97.59829452,LiFePO4,427.7956484,Model B,1
47.08778594,3.588749402,13.64834317,33.53442074,28.45673207,124.5661759,13.75934459,Fast,97.28874052,Li-ion,586.2501121,Model C,2
54.13643735,3.534016323,86.61614056,21.48688257,33.34841362,61.45695261,9.050468837,Fast,98.24949219,LiFePO4,453.4606828,Model B,1
26.42721811,4.056569238,32.06844026,23.12299051,29.45863296,39.27332857,5.609196988,Slow,98.87682579,LiFePO4,889.1081139,Model C,0
81.66694893,4.064736171,50.20353139,31.90778001,32.49107924,81.97758002,12.81571525,Slow,97.46796507,LiFePO4,599.6140031,Model C,2
19.96838545,3.824223418,73.83159264,24.42224541,28.28285737,117.343691,12.1236406,Normal,97.60062731,LiFePO4,131.4833364,Model A,2
27.25791341,3.774905555,46.00465322,22.32583174,14.78426759,48.0863009,6.519397616,Normal,98.77369836,LiFePO4,780.2342348,Model B,1
59.13666582,3.672581223,26.74821967,28.16085053,15.42298048,118.9595246,14.27333782,Slow,97.17196129,LiFePO4,554.4025461,Model A,2
60.71455352,3.595214151,88.52505717,23.93447692,29.40147179,48.6195609,8.181176409,Slow,98.39785106,Li-ion,214.4920965,Model A,1
59.60441794,4.133850676,82.45789024,26.54053782,19.57317638,58.28794409,9.226521876,Normal,98.08981516,Li-ion,249.2078605,Model A,1
85.6989836,4.034102054,55.67431825,34.59681587,18.17126551,50.45040239,10.31332603,Normal,97.95594796,Li-ion,634.8247074,Model A,1
47.35241345,3.927781937,28.66822546,29.71308673,32.73229953,100.4009711,12.43603402,Normal,97.4315729,Li-ion,437.40377,Model C,2
28.00063409,4.11712106,65.82147879,19.89043759,22.9688813,68.02783562,8.033282083,Fast,98.33965963,LiFePO4,623.0677321,Model B,1
62.85710971,3.717150889,56.5278094,26.59122777,33.29565155,34.37178343,7.178460953,Slow,98.49930815,Li-ion,748.4031201,Model A,0
39.32851955,3.535669688,17.4225331,26.62861913,27.59266642,40.85959008,7.236345915,Slow,98.67376763,LiFePO4,329.5877588,Model B,1
21.39015625,3.618586627,86.14024048,28.15844294,16.37067775,40.9364561,5.983362559,Slow,98.83159385,LiFePO4,286.5852983,Model C,1
68.1702545,4.199700436,20.18882051,32.19850339,28.9587937,24.58369114,6.735197043,Normal,98.62767942,LiFePO4,930.4213753,Model C,0
21.60172534,4.142490729,74.7327162,21.57590681,18.09049874,38.76375318,5.586267262,Normal,99.00493618,Li-ion,913.1306031,Model C,0
88.69822893,3.720327667,44.21629516,23.78751747,31.91506124,90.1183435,12.66530644,Slow,97.4145885,LiFePO4,1013.013903,Model A,2
97.9668362,4.18376817,16.80112241,25.67064681,22.49423965,92.87380813,13.95421422,Fast,97.23931764,LiFePO4,759.5874076,Model B,2
16.80530562,4.007367145,43.28544619,20.63701022,29.5465479,34.6489646,4.676608301,Fast,99.04988829,Li-ion,687.3717626,Model C,0
94.72884231,3.981884653,66.16724513,24.41584128,18.88480386,28.83096539,8.449992944,Normal,98.29328356,LiFePO4,598.7145493,Model B,0
80.31339075,3.822348058,76.25837192,33.52564055,15.31050252,107.0245424,14.6086827,Fast,97.07071876,LiFePO4,493.4059653,Model A,2
27.81777801,3.931789993,75.52838429,39.44950918,23.33321784,101.5810604,11.38358827,Normal,97.68929236,LiFePO4,316.4871978,Model B,2
101.0769639,4.056350449,63.57083122,29.9848993,32.60299357,104.6699046,14.88458667,Normal,96.97798912,LiFePO4,695.7687754,Model C,2
45.57418347,3.759479241,96.23158486,31.22563654,29.38578518,95.33847376,11.87305937,Fast,97.69394152,LiFePO4,974.0398517,Model B,2
52.81590528,3.581392158,95.31719677,21.79550952,25.27390484,116.6959748,13.50604763,Slow,97.27035984,LiFePO4,325.7349368,Model C,2
42.99972035,4.078053017,41.42716779,37.11369934,33.12219805,116.791061,13.83286381,Normal,97.1974984,LiFePO4,932.9920275,Model A,2
90.44027498,4.171606973,96.54287059,32.64576169,17.2399516,44.72879084,9.784332284,Normal,97.98876292,LiFePO4,675.1027716,Model C,1
60.94632324,4.073135215,96.79597448,28.65692339,15.69779977,78.03941102,11.22534023,Slow,97.84057393,LiFePO4,551.4639126,Model A,1
92.91874523,3.533567446,27.71815476,32.62380589,25.38219283,43.50687291,10.01532767,Normal,97.9526113,Li-ion,662.1096541,Model B,1
10.81081134,3.571099995,92.52114427,20.56749087,20.32394554,88.93116129,9.177796424,Fast,98.1210981,LiFePO4,241.113813,Model A,2
93.76527172,3.550606456,36.28639694,29.94496847,31.17603928,67.37130756,12.13880058,Normal,97.63806522,LiFePO4,478.3660366,Model B,1
37.80921104,4.081200848,17.3615173,38.96787402,21.22600289,103.8278712,12.33800208,Fast,97.55251578,Li-ion,253.7986517,Model C,2
33.29760802,4.085259346,23.39590313,26.15669193,15.09827315,38.51458212,6.607506507,Normal,98.9207792,LiFePO4,181.220064,Model C,1
96.22408641,3.594591635,93.68154366,21.65032911,34.76849646,81.85584843,12.75554466,Normal,97.47178157,LiFePO4,871.5663735,Model B,2
49.38556861,3.844581074,63.03700737,30.60607416,22.09978884,34.69356953,6.633027053,Slow,98.64898713,LiFePO4,106.3154413,Model C,0
14.33137299,3.523098459,27.97239383,26.7326657,26.97484963,68.34588474,7.363956618,Fast,98.45225029,Li-ion,820.9885201,Model C,1
54.33291213,3.697213143,75.00168468,37.55323691,24.0709926,102.5956269,13.24722138,Fast,97.46659044,Li-ion,533.3017102,Model B,2
16.51717771,4.164739645,21.9702531,37.75250822,22.69566017,118.2231597,12.05688526,Normal,97.51855375,Li-ion,774.946528,Model C,2
90.21982404,3.834572499,41.25397305,29.11821647,26.28722168,109.6713061,15.12056375,Fast,96.94966697,LiFePO4,399.0628136,Model A,2
85.0987512,4.111799166,82.70878,29.10543781,17.65726793,86.91547604,13.26118068,Normal,97.360093,LiFePO4,304.9431078,Model C,2
92.61022388,4.044442352,69.35442825,20.3715092,32.27809221,115.0719048,15.5408212,Fast,96.848136,LiFePO4,593.4497892,Model A,2
50.2677165,4.068093178,44.39708459,38.22112309,29.54026975,109.5908003,13.40304442,Slow,97.31338225,LiFePO4,667.3276753,Model A,2
90.55153789,3.735401402,74.29809877,23.54148326,21.55111905,76.93615453,12.2188108,Normal,97.56161856,Li-ion,108.4946002,Model C,1
54.61171469,3.657707712,14.29237523,32.26734252,26.19926623,65.77297727,9.713248256,Slow,98.12447306,Li-ion,925.2555305,Model C,1
79.18467052,3.662005626,35.92425728,23.84203385,21.54287309,24.51740613,7.209555925,Slow,98.54790371,LiFePO4,108.8711296,Model C,0
27.94657238,4.130145671,18.41577017,32.78653859,27.07122937,62.07770858,7.883607649,Normal,98.36424487,LiFePO4,894.5260438,Model B,1
9.958376863,4.122652297,88.65019597,33.51712706,19.38144656,37.11119698,5.255568578,Normal,98.85209163,Li-ion,711.4553563,Model C,0
76.62055277,3.997094689,93.55145041,23.99953001,32.57662615,65.57302153,10.06052425,Slow,97.81861776,Li-ion,399.5664338,Model C,1
61.29793038,3.93833094,41.39264725,21.13681443,17.2491645,69.85770803,10.24466551,Fast,97.98795005,LiFePO4,942.6806255,Model B,1
90.74392415,4.052349395,15.3810771,28.63373027,22.88545335,65.56546575,11.18900679,Slow,97.7401107,LiFePO4,721.28569,Model C,1
82.36709731,3.738355297,23.27434449,26.74528262,32.01606237,107.5327628,14.56736609,Normal,97.1214471,LiFePO4,116.1701886,Model B,2
54.06128868,3.591108982,52.10652956,20.94396178,29.43522015,62.29672023,8.408730045,Fast,98.21591969,LiFePO4,679.1824746,Model A,1
67.79310431,3.609541043,93.48983677,29.38569909,28.83016636,18.42001253,6.366009977,Normal,98.5996925,LiFePO4,611.2043654,Model C,0
40.20057623,4.12406617,34.50883492,35.5482309,24.51932093,100.5214246,11.99128437,Slow,97.61141319,Li-ion,686.5970555,Model B,2
20.96771522,3.785781991,31.76882469,22.49452172,28.50677377,112.8488719,11.50200943,Normal,97.6628258,Li-ion,562.0912834,Model A,2
